,Name,Type,Breed,Color,Sex,Size,Animal ID,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Intake Condition,Intake Jurisdiction,PredomBreed,PredomColor,DOB,IntakeDate,IntakeAge,IntakeAgeYrs
7423,,CAT,DOMESTIC SH,BRN TABBY/WHITE,Female,KITTN,A358638,0,STRAY,OVER THE COUNTER,TRANSFER,TREATABLE/REHAB,WINDSOR,DOMESTIC SH,BROWN,2017-08-04,2017-08-26,22 days 00:00:00.000000000,0.06
7424,*CANDY,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A376071,19,STRAY,OVER THE COUNTER,ADOPTION,UNKNOWN,COUNTY,DOMESTIC SH,BROWN,2017-09-24,2018-09-14,355 days 00:00:00.000000000,0.97
7425,BOY,DOG,PARSON RUSS TER/CHIHUAHUA SH,TAN,Neutered,MED,A302455,4,TRANSFER,PRIV_SHELT,RETURN TO OWNER,HEALTHY,COUNTY,PARSON RUSS TER,TAN,2009-07-10,2014-02-07,1673 days 00:00:00.000000000,4.58
7426,,OTHER,CHICKEN,BLACK,Unknown,SMALL,A318112,24,CONFISCATE,FLD_ARREST,ADOPTION,HEALTHY,COUNTY,CHICKEN,BLACK,2015-03-06,2015-03-17,11 days 00:00:00.000000000,0.03
7427,MAGGIE,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,A324485,32,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,BLACK,2005-08-14,2015-07-18,3625 days 00:00:00.000000000,9.93
7428,KUDA,DOG,GERM SHEPHERD,WHITE,Spayed,LARGE,A299524,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,GERM SHEPHERD,WHITE,,2015-03-07,,-1.0
7429,BAILEY,DOG,LABRADOR RETR/SIBERIAN HUSKY,WHITE,Spayed,MED,A374550,2,STRAY,FIELD,RETURN TO OWNER,UNKNOWN,SANTA ROSA,LABRADOR RETR,WHITE,2017-10-10,2018-07-08,271 days 00:00:00.000000000,0.74
7430,*MARVIN,OTHER,PEAFOWL,BLUE/GREEN,Male,LARGE,A327814,15,STRAY,FIELD,ADOPTION,HEALTHY,COUNTY,OTHER,BLUE,,2015-09-29,,-1.0
7431,TOBY,DOG,PUG/BEAGLE,BLACK,Neutered,SMALL,A366426,61,STRAY,FIELD,ADOPTION,HEALTHY,COUNTY,PUG,BLACK,2012-03-01,2017-12-23,2123 days 00:00:00.000000000,5.82
7432,,CAT,DOMESTIC LH,BLACK/WHITE,Unknown,KITTN,A379051,7,STRAY,FIELD,TRANSFER,TREATABLE/REHAB,COUNTY,DOMESTIC LH,BLACK,2018-08-30,2018-10-30,61 days 00:00:00.000000000,0.17
7433,,DOG,CHINESE SHARPEI/MIX,BLACK,Unknown,PUPPY,A378293,4,STRAY,BORN_HERE,TRANSFER,UNKNOWN,SANTA ROSA,OTHER,BLACK,,2018-10-18,,0.5
7434,ANGELINA,DOG,YORKSHIRE TERR,RED,Spayed,TOY,A291464,3,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,YORKSHIRE TERR,RED,2004-05-01,2015-08-24,4132 days 00:00:00.000000000,11.32
7435,KONA,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,PUPPY,A332215,8,STRAY,FIELD,ADOPTION,HEALTHY,COUNTY,GERM SHEPHERD,BLACK,2015-10-19,2016-01-19,92 days 00:00:00.000000000,0.25
7436,BILLIE JEAN,DOG,FLAT COAT RETR/MIX,BLACK,Spayed,SMALL,A366785,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,OTHER,BLACK,2017-01-11,2018-01-11,365 days 00:00:00.000000000,1.0
7437,*SKIPPER,DOG,AUST CATTLE DOG,BLUE,Neutered,LARGE,A329252,16,STRAY,OVER THE COUNTER,TRANSFER,HEALTHY,COUNTY,AUST CATTLE DOG,BLUE,2015-05-02,2015-10-27,178 days 00:00:00.000000000,0.49
7438,,CAT,DOMESTIC SH,WHITE/BLACK,Neutered,SMALL,A316362,27,CONFISCATE,FLD_CORONR,TRANSFER,HEALTHY,COUNTY,DOMESTIC SH,WHITE,2012-02-19,2015-01-29,1075 days 00:00:00.000000000,2.95
7439,KILO,DOG,SIBERIAN HUSKY,WHITE,Male,MED,A335321,0,STRAY,FIELD,RETURN TO OWNER,UNKNOWN,WINDSOR,SIBERIAN HUSKY,WHITE,,2018-08-17,,-1.0
7440,SAM,DOG,LABRADOR RETR,CHOCOLATE,Neutered,LARGE,A301722,1,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,LABRADOR RETR,CHOCOLATE,2008-01-17,2018-03-05,3700 days 00:00:00.000000000,10.14
7441,PEPE,DOG,POMERANIAN/MIX,TAN,Neutered,SMALL,A316413,12,STRAY,FIELD,ADOPTION,HEALTHY,SANTA ROSA,POMERANIAN,TAN,2014-02-09,2015-02-02,358 days 00:00:00.000000000,0.98
7442,,DOG,ROTTWEILER,BLACK/TAN,Unknown,PUPPY,A369465,1,STRAY,BORN_HERE,TRANSFER,UNKNOWN,SANTA ROSA,ROTTWEILER,BLACK,2018-03-18,2018-03-19,1 days 00:00:00.000000000,0.0
7443,SHILO,DOG,AUST SHEPHERD,TRICOLOR,Spayed,MED,A286881,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,HEALTHY,SANTA ROSA,AUST SHEPHERD,TRICOLOR,2004-06-05,2014-09-16,3755 days 00:00:00.000000000,10.29
7444,*BIG ORANGE,CAT,DOMESTIC LH,ORANGE,Neutered,X-LRG,A304873,52,OWNER SURRENDER,FIELD,ADOPTION,HEALTHY,COUNTY,DOMESTIC LH,ORANGE,2004-04-07,2014-04-07,3652 days 00:00:00.000000000,10.01
7445,OSITO,DOG,BORDER COLLIE,TRICOLOR,Neutered,MED,A241815,49,STRAY,FIELD,ADOPTION,TREATABLE/MANAGEABLE,COUNTY,BORDER COLLIE,TRICOLOR,2008-02-01,2017-01-11,3267 days 00:00:00.000000000,8.95
7446,BROWNIE,DOG,CAIRN TERRIER/POODLE MIN,BROWN,Male,SMALL,A362147,2,STRAY,FIELD,RETURN TO OWNER,UNKNOWN,SANTA ROSA,CAIRN TERRIER,BROWN,2015-09-28,2017-09-28,731 days 00:00:00.000000000,2.0
7447,BOULDER,DOG,DOBERMAN PINSCH,BLACK/BROWN,Male,LARGE,A325334,10,QUARANTINE,FIELD_RETURN TO OWNER,RETURN TO OWNER,UNKNOWN,SANTA ROSA,DOBERMAN PINSCH,BLACK,2014-06-15,2019-04-10,1760 days 00:00:00.000000000,4.82
7448,KISSES,DOG,AUST SHEPHERD,TRICOLOR,Spayed,MED,A329820,14,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,AUST SHEPHERD,TRICOLOR,2014-07-05,2015-11-21,504 days 00:00:00.000000000,1.38
7449,*PHIL,DOG,PARSON RUSS TER/CHIHUAHUA SH,BROWN/WHITE,Neutered,SMALL,A345446,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,PARSON RUSS TER,BROWN,2015-11-22,2016-11-16,360 days 00:00:00.000000000,0.99
7450,BROWNIE,DOG,CHIHUAHUA SH,TAN,Neutered,TOY,A330688,1,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,CHIHUAHUA,TAN,2013-12-11,2015-12-11,730 days 00:00:00.000000000,2.0
7451,*BABE,DOG,BORDER COLLIE,BLACK/WHITE,Spayed,MED,A379730,15,STRAY,FIELD,ADOPTION,HEALTHY,COUNTY,BORDER COLLIE,BLACK,2017-05-27,2018-11-13,535 days 00:00:00.000000000,1.47
7452,,CAT,DOMESTIC SH,GRAY TABBY,Unknown,KITTN,A373246,0,STRAY,OVER THE COUNTER,TRANSFER,TREATABLE/REHAB,COUNTY,DOMESTIC SH,GRAY,,2018-06-01,,0.5
7453,BINGHI,DOG,PIT BULL,TAN,Male,MED,A376172,7,STRAY,OVER THE COUNTER,RETURN TO OWNER,UNKNOWN,COUNTY,PIT BULL,TAN,2001-09-25,2018-09-18,6202 days 00:00:00.000000000,16.99
7454,*DAWN,CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,A381828,30,OWNER SURRENDER,FIELD,TRANSFER,HEALTHY,SANTA ROSA,DOMESTIC SH,GRAY,2018-05-03,2018-12-11,222 days 00:00:00.000000000,0.61
7455,SPIKE,DOG,BELG MALINOIS,TAN/BLACK,Neutered,LARGE,A318363,1,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,OTHER,TAN,2014-10-19,2016-10-20,732 days 00:00:00.000000000,2.01
7456,,OTHER,PARAKEET,GREEN/YELLOW,Male,SMALL,A311977,9,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,WINDSOR,PARAKEET,OTHER,,2014-09-23,,-1.0
7457,COPPER,DOG,GERM SHEPHERD/MIX,BLACK/TAN,Neutered,MED,A344024,4,CONFISCATE,FLD_ARREST,RETURN TO OWNER,HEALTHY,COUNTY,GERM SHEPHERD,BLACK,2010-07-04,2016-10-21,2301 days 00:00:00.000000000,6.3
7458,,OTHER,DUCK,BLACK,Male,SMALL,A376038,20,STRAY,FIELD,TRANSFER,HEALTHY,COUNTY,OTHER,BLACK,,2018-09-13,,-1.0
7459,*SOCKS,DOG,AUST CATTLE DOG/MIX,WHITE/BROWN,Neutered,MED,A333198,27,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,AUST CATTLE DOG,WHITE,2014-09-16,2016-02-18,520 days 00:00:00.000000000,1.42
7460,HARLEY,DOG,CHIHUAHUA SH/MIX,BROWN/WHITE,Neutered,SMALL,A270894,7,STRAY,PRIV_SHELT,RETURN TO OWNER,UNKNOWN,SANTA ROSA,CHIHUAHUA,BROWN,2010-12-27,2017-09-29,2468 days 00:00:00.000000000,6.76
7461,CHESTER,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A374733,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,SANTA ROSA,DOMESTIC SH,BLACK,,2018-07-14,,-1.0
7462,,OTHER,SHEEP,WHITE,Male,LARGE,A330906,14,STRAY,FIELD,TRANSFER,UNKNOWN,COUNTY,SHEEP,WHITE,,2015-12-15,,-1.0
7463,SPIDY,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A338457,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,WINDSOR,DOMESTIC SH,BLACK,2016-05-14,2016-06-14,31 days 00:00:00.000000000,0.08
7464,CHACHI,DOG,CHIHUAHUA LH,GOLD,Neutered,TOY,A339236,2,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,HEALTHY,COUNTY,CHIHUAHUA,GOLD,2003-07-05,2016-07-03,4747 days 00:00:00.000000000,13.01
7465,EMMIT,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A347897,99,STRAY,FIELD,EUTHANIZE,TREATABLE/MANAGEABLE,WINDSOR,DOMESTIC SH,BLACK,2011-03-13,2017-02-01,2152 days 00:00:00.000000000,5.9
7466,BAMBI,DOG,RHOD RIDGEBACK/MIX,TAN/TAN,Spayed,LARGE,A323991,10,CONFISCATE,FLD_ARREST,RETURN TO OWNER,HEALTHY,SANTA ROSA,OTHER,TAN,2012-02-26,2018-04-17,2242 days 00:00:00.000000000,6.14
7467,*GINGER,DOG,GERM SHEPHERD/MIX,BROWN/BLACK,Spayed,LARGE,A331299,23,OWNER SURRENDER,FIELD,TRANSFER,HEALTHY,COUNTY,GERM SHEPHERD,BROWN,2012-01-12,2015-12-22,1440 days 00:00:00.000000000,3.95
7468,ANGEL,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A383119,1,STRAY,VET_HOSP,RETURN TO OWNER,HEALTHY,SANTA ROSA,DOMESTIC SH,BROWN,2002-01-09,2019-01-09,6209 days 00:00:00.000000000,17.01
7469,DUKE PUPPY,DOG,CAIRN TERRIER/MIX,BROWN,Neutered,SMALL,A304748,0,TRANSFER,VET_HOSP,RETURN TO OWNER,HEALTHY,SANTA ROSA,CAIRN TERRIER,BROWN,2013-01-29,2014-03-29,424 days 00:00:00.000000000,1.16
7470,*JAKE,DOG,BORDER COLLIE,BLACK/WHITE,Neutered,MED,A345881,18,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,BORDER COLLIE,BLACK,2013-12-19,2016-12-05,1082 days 00:00:00.000000000,2.96
7471,KITTY CAT,DOG,PIT BULL,BLACK/WHITE,Female,MED,A355893,0,STRAY,FIELD,RETURN TO OWNER,UNKNOWN,SANTA ROSA,PIT BULL,BLACK,,2017-08-04,,-1.0
7472,HAWK,DOG,CHINESE CRESTED,GRAY/SILVER,Neutered,SMALL,A383143,1,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,OTHER,GRAY,2011-01-10,2019-01-10,2922 days 00:00:00.000000000,8.01
7473,ROSE,DOG,CHIHUAHUA SH,WHITE/BUFF,Spayed,MED,A304644,51,STRAY,FIELD,TRANSFER,HEALTHY,SANTA ROSA,CHIHUAHUA,WHITE,2012-03-27,2016-08-01,1588 days 00:00:00.000000000,4.35
7474,*ARIEL,OTHER,RABBIT SH,BLACK,Spayed,SMALL,A366775,22,STRAY,OVER THE COUNTER,TRANSFER,UNKNOWN,COUNTY,RABBIT,BLACK,2016-01-24,2018-01-11,718 days 00:00:00.000000000,1.97
7475,,DOG,PARSON RUSS TER,WHITE/BROWN,Neutered,SMALL,A324908,15,STRAY,FIELD,TRANSFER,HEALTHY,COUNTY,PARSON RUSS TER,WHITE,,2015-08-05,,-1.0
7476,MOJO,DOG,POODLE MIN/MIX,WHITE,Neutered,SMALL,A306727,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,POODLE,WHITE,,2014-05-15,,-1.0
7477,CAZIE,DOG,FOX TERR SMOOTH,TRICOLOR,Female,SMALL,A366786,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,FOX TERRIER,TRICOLOR,2015-01-11,2018-01-11,1096 days 00:00:00.000000000,3.0
7478,BOBO,DOG,POMERANIAN,WHITE,Neutered,TOY,A326998,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,HEALTHY,SANTA ROSA,POMERANIAN,WHITE,,2015-09-15,,-1.0
7479,MUGS,DOG,PIT BULL,BROWN,Male,MED,A351007,10,CONFISCATE,FLD_ARREST,RETURN TO OWNER,HEALTHY,SANTA ROSA,PIT BULL,BROWN,2014-04-08,2017-04-08,1096 days 00:00:00.000000000,3.0
7480,*JASMINE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A311504,9,STRAY,COMM CAT,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC SH,BROWN,2014-03-27,2014-09-11,168 days 00:00:00.000000000,0.46
7481,NORMAN,DOG,TIBETAN SPAN/MIX,BLACK/TAN,Neutered,SMALL,A304948,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,UNKNOWN,SANTA ROSA,OTHER,BLACK,2003-04-03,2014-04-03,4018 days 00:00:00.000000000,11.01
7482,,CAT,DOMESTIC SH,BLK TABBY,Unknown,KITTN,A385854,0,STRAY,BORN_HERE,TRANSFER,UNKNOWN,COUNTY,DOMESTIC SH,BLACK,,2019-03-28,,0.5
7483,COCOA,DOG,DOBERMAN PINSCH,RED,Female,SMALL,A381864,7,STRAY,FIELD,RETURN TO OWNER,UNKNOWN,SANTA ROSA,DOBERMAN PINSCH,RED,2018-08-12,2018-12-12,122 days 00:00:00.000000000,0.33
7485,JAKE,DOG,PARSON RUSS TER,WHITE,Neutered,MED,A274540,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,PARSON RUSS TER,WHITE,,2016-08-24,,-1.0
7486,CHICO,DOG,BOXER/RHOD RIDGEBACK,FAWN/BLACK,Neutered,LARGE,A345673,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,BOXER,FAWN,2008-11-30,2016-11-09,2901 days 00:00:00.000000000,7.95
7487,,DOG,ROTTWEILER/LABRADOR RETR,BLACK,Male,PUPPY,A339364,0,STRAY,FIELD,TRANSFER,TREATABLE/REHAB,COUNTY,ROTTWEILER,BLACK,2016-07-04,2016-07-08,4 days 00:00:00.000000000,0.01
7488,*ARCHY,DOG,MIN PINSCHER/MIX,TRICOLOR,Neutered,SMALL,A341577,20,STRAY,FIELD,ADOPTION,HEALTHY,COUNTY,MIN PINSCHER,TRICOLOR,2015-11-01,2016-08-24,297 days 00:00:00.000000000,0.81
7489,,CAT,DOMESTIC LH,BLACK,Unknown,SMALL,A324171,5,STRAY,COMM CAT,TRANSFER,HEALTHY,COUNTY,DOMESTIC LH,BLACK,,2015-07-09,,-1.0
7490,PIA,DOG,MALTESE,WHITE,Spayed,SMALL,A313173,16,STRAY,PRIV_SHELT,ADOPTION,HEALTHY,COUNTY,MALTESE,WHITE,2011-11-12,2014-10-28,1081 days 00:00:00.000000000,2.96
7491,MININA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,A332278,16,STRAY,OVER THE COUNTER,ADOPTION,TREATABLE/REHAB,COUNTY,DOMESTIC SH,BROWN,2015-04-05,2016-01-21,291 days 00:00:00.000000000,0.8
7492,LEO,CAT,DOMESTIC SH,ORANGE,Neutered,SMALL,A357565,37,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,ORANGE,2015-08-23,2017-08-23,731 days 00:00:00.000000000,2.0
7493,SEQUOIA,DOG,LABRADOR RETR,YELLOW,Spayed,LARGE,A324037,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,HEALTHY,SANTA ROSA,LABRADOR RETR,YELLOW,,2015-07-06,,-1.0
7494,SARAH,DOG,PIT BULL/MIX,TAN/WHITE,Spayed,MED,A344870,1,STRAY,MUN_SHELT,RETURN TO OWNER,UNKNOWN,COUNTY,PIT BULL,TAN,,2019-03-05,,-1.0
7495,BLACKY,DOG,GERM SHEPHERD,TRICOLOR/TRICOLOR,Neutered,LARGE,A282588,19,OWNER SURRENDER,FIELD,EUTHANIZE,UNTREATABLE,SANTA ROSA,GERM SHEPHERD,TRICOLOR,2009-09-24,2015-02-04,1959 days 00:00:00.000000000,5.37
7496,,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,A322977,10,STRAY,COMM CAT,TRANSFER,HEALTHY,WINDSOR,DOMESTIC SH,BLACK,,2015-06-16,,0.5
7497,HICCUP,DOG,RAT TERRIER/CHIHUAHUA SH,TRICOLOR,Neutered,TOY,A329434,28,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HEALTHY,SANTA ROSA,RAT TERRIER,TRICOLOR,2014-11-03,2015-11-03,365 days 00:00:00.000000000,1.0
7498,*BIANCA,OTHER,NEW ZEALAND WHT,WHITE,Spayed,SMALL,A324733,81,ADOPTION RETURN,OVER THE COUNTER,TRANSFER,HEALTHY,SANTA ROSA,OTHER,WHITE,2012-09-12,2015-10-13,1126 days 00:00:00.000000000,3.08
7499,CHARLOTTE,CAT,SIAMESE,SEAL PT,Spayed,SMALL,A323270,5,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,SANTA ROSA,SIAMESE,SEAL PT,2011-06-25,2015-06-25,1461 days 00:00:00.000000000,4.0
7500,THEODOSIA,CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,A356730,28,OWNER SURRENDER,FIELD,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC SH,GRAY,2016-08-12,2017-08-12,365 days 00:00:00.000000000,1.0
7501,GEISHA,DOG,PIT BULL,BR BRINDLE,Female,MED,A384932,4,STRAY,OVER THE COUNTER,RETURN TO OWNER,UNKNOWN,SANTA ROSA,PIT BULL,BROWN,2017-03-12,2019-03-12,730 days 00:00:00.000000000,2.0
7502,,CAT,DOMESTIC SH,BLACK/WHITE,Male,KITTN,A360884,0,STRAY,OVER THE COUNTER,TRANSFER,UNKNOWN,COUNTY,DOMESTIC SH,BLACK,2017-08-22,2017-09-13,22 days 00:00:00.000000000,0.06
7503,HARAMBAE,DOG,PIT BULL,BLACK/WHITE,Neutered,MED,A353538,12,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,PIT BULL,BLACK,,2017-06-03,,-1.0
7504,,CAT,DOMESTIC SH,BRN TABBY,Unknown,KITTN,A355608,4,STRAY,OVER THE COUNTER,TRANSFER,UNKNOWN,SANTA ROSA,DOMESTIC SH,BROWN,,2017-07-14,,0.5
7505,MICHI,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,A372384,56,STRAY,OVER THE COUNTER,ADOPTION,TREATABLE/REHAB,COUNTY,DOMESTIC SH,GRAY,2018-04-19,2018-05-10,21 days 00:00:00.000000000,0.06
7506,,OTHER,RABBIT SH,WHITE/GRAY,Female,SMALL,A320018,11,STRAY,OVER THE COUNTER,TRANSFER,TREATABLE/REHAB,WINDSOR,RABBIT,WHITE,,2015-04-10,,-1.0
7507,MANDY,CAT,DOMESTIC LH,CALICO/WHITE,Spayed,SMALL,A310204,148,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,TREATABLE/MANAGEABLE,SANTA ROSA,DOMESTIC LH,CALICO,2001-08-15,2014-08-15,4748 days 00:00:00.000000000,13.01
7508,MAGGIE,DOG,PARSON RUSS TER,WHITE/BLACK,Spayed,SMALL,A309707,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,PARSON RUSS TER,WHITE,2003-05-11,2014-08-26,4125 days 00:00:00.000000000,11.3
7509,NALA,DOG,BULL TERRIER,TRICOLOR,Female,SMALL,A308172,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,OTHER,TRICOLOR,2012-06-21,2014-06-21,730 days 00:00:00.000000000,2.0
7510,,OTHER,CHICKEN,TRICOLOR,Male,SMALL,A362330,21,STRAY,FIELD,TRANSFER,HEALTHY,COUNTY,CHICKEN,TRICOLOR,,2017-10-04,,-1.0
7511,LUNA,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A340305,16,STRAY,COMM CAT,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,BROWN,2016-06-02,2016-08-02,61 days 00:00:00.000000000,0.17
7512,PHOEBE,DOG,PIT BULL,GRAY/WHITE,Spayed,LARGE,A339250,59,STRAY,VET_HOSP,ADOPTION,HEALTHY,SANTA ROSA,PIT BULL,GRAY,2014-07-24,2016-07-05,712 days 00:00:00.000000000,1.95
7513,*OOLONG,CAT,SIAMESE/MIX,SEAL PT,Neutered,KITTN,A355953,10,STRAY,COMM CAT,ADOPTION,HEALTHY,COUNTY,SIAMESE,SEAL PT,2017-05-19,2017-07-25,67 days 00:00:00.000000000,0.18
7514,*FIONA,CAT,DOMESTIC MH,TORTIE,Spayed,SMALL,A326503,19,STRAY,COMM CAT,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC MH,TORTIE,2012-09-03,2015-09-01,1093 days 00:00:00.000000000,2.99
7515,JOE,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A093295,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,TREATABLE/REHAB,COUNTY,DOMESTIC SH,BROWN,,2014-05-29,,-1.0
7516,,OTHER,RABBIT SH,PINK,Unknown,SMALL,A353612,1,STRAY,BORN_HERE,TRANSFER,TREATABLE/REHAB,SANTA ROSA,RABBIT,OTHER,2017-06-07,2017-06-07,0 days 00:00:00.000000000,0.0
7517,,CAT,DOMESTIC SH,BLACK/WHITE,Male,KITTN,A336568,0,STRAY,VET_HOSP,TRANSFER,HEALTHY,*ROHNERT PARK,DOMESTIC SH,BLACK,2016-04-22,2016-05-04,12 days 00:00:00.000000000,0.03
7518,,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A311403,10,STRAY,COMM CAT,TRANSFER,HEALTHY,COUNTY,DOMESTIC SH,BROWN,,2014-09-09,,-1.0
7519,IKE,DOG,GERM SHEPHERD/MIX,TAN/BLACK,Neutered,MED,A244980,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,SANTA ROSA,GERM SHEPHERD,TAN,2009-09-25,2015-03-21,2003 days 00:00:00.000000000,5.49
7520,CLOVER,DOG,CHIHUAHUA SH,BROWN/TAN,Female,TOY,A374529,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,SANTA ROSA,CHIHUAHUA,BROWN,2016-01-10,2018-07-07,909 days 00:00:00.000000000,2.49
7521,*BILLY,DOG,CHIHUAHUA SH,TAN/WHITE,Neutered,SMALL,A327692,34,STRAY,FIELD,ADOPTION,HEALTHY,SANTA ROSA,CHIHUAHUA,TAN,2014-04-07,2015-09-25,536 days 00:00:00.000000000,1.47
7522,,OTHER,RAT,BLACK/WHITE,Unknown,SMALL,A371173,4,STRAY,OVER THE COUNTER,TRANSFER,UNKNOWN,SANTA ROSA,RAT,BLACK,,2018-04-24,,-1.0
7523,,OTHER,CHICKEN,RED,Female,SMALL,A361689,16,CONFISCATE,FLD_ARREST,TRANSFER,UNKNOWN,COUNTY,CHICKEN,RED,,2017-09-26,,-1.0
7524,LADY,DOG,BORDER COLLIE/LABRADOR RETR,BLACK,Spayed,MED,A305204,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,*SONOMA,BORDER COLLIE,BLACK,2012-04-10,2014-04-10,730 days 00:00:00.000000000,2.0
7525,,OTHER,CHICKEN,RED,Female,SMALL,A357359,20,STRAY,FIELD,ADOPTION,HEALTHY,COUNTY,CHICKEN,RED,,2017-08-20,,-1.0
7526,,CAT,DOMESTIC SH,ORG TABBY,Male,KITTN,A373946,0,STRAY,OVER THE COUNTER,TRANSFER,TREATABLE/REHAB,COUNTY,DOMESTIC SH,ORANGE,,2018-06-09,,0.5
7527,BELLA,DOG,COCKER SPAN/POODLE MIN,TAN,Spayed,SMALL,A329433,1,STRAY,VET_HOSP,RETURN TO OWNER,HEALTHY,COUNTY,COCKER SPAN,TAN,2000-11-04,2015-11-03,5477 days 00:00:00.000000000,15.01
7528,*CARL,CAT,SNOWSHOE/MIX,LILAC PT,Neutered,KITTN,A340729,9,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,WINDSOR,OTHER,OTHER,2016-06-01,2016-08-11,71 days 00:00:00.000000000,0.19
7529,*ROLLO,DOG,CAIRN TERRIER/MIX,BROWN/WHITE,Neutered,SMALL,A376833,12,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,CAIRN TERRIER,BROWN,2016-10-06,2018-09-27,721 days 00:00:00.000000000,1.98
7530,MOLLY,DOG,BEAGLE/MIX,TRICOLOR,Spayed,MED,A041004,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,SANTA ROSA,BEAGLE,TRICOLOR,2007-03-04,2017-01-03,3593 days 00:00:00.000000000,9.84
7531,CHICO,DOG,AUST SHEPHERD,BLUE MERLE,Neutered,MED,A243079,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,SANTA ROSA,AUST SHEPHERD,BLUE,,2016-07-08,,-1.0
7532,,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A322530,7,STRAY,COMM CAT,RETURN TO OWNER,HEALTHY,SANTA ROSA,DOMESTIC SH,BROWN,2014-08-30,2015-05-30,273 days 00:00:00.000000000,0.75
7533,PUDDIN,DOG,CHIHUAHUA SH,TAN/WHITE,Spayed,TOY,A292722,39,STRAY,FIELD,ADOPTION,HEALTHY,SANTA ROSA,CHIHUAHUA,TAN,2011-01-01,2014-06-03,1249 days 00:00:00.000000000,3.42
