Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count,Zip Codes
RENO,DOG,PIT BULL,BLACK/WHITE,Neutered,MED,06/22/2014,K15-016964,DI097,A329946,12/01/2015,03/01/2016,91,STRAY,FIELD,ADOPTION,INTERNET,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,OUT OF COUNTY,94559,"94559(38.281163, -122.294975)",1,881
WRIGLEY,DOG,ENG BULLDOG,BROWN/WHITE,Neutered,LARGE,,K19-031615,TRUCK,A384729,03/05/2019,03/05/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
NALA,DOG,PARSON RUSS TER/COCKER SPAN,BL BRINDLE/WHITE,Spayed,SMALL,04/24/2014,K19-031825,DA23,A308275,03/30/2019,04/26/2019,27,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
*MASON,DOG,LABRADOR RETR/MIX,BLACK/WHITE,Neutered,LARGE,05/03/2014,K16-021025,DA09,A342947,10/05/2016,11/10/2016,36,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1,26076
*RUFUS,DOG,PIT BULL/MIX,BLUE/WHITE,Neutered,LARGE,12/06/2015,K18-030823,DA06,A381694,12/06/2018,12/28/2018,22,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95465,"95465(38.406591, -123.001365)",1,31032
CHLOE,DOG,LABRADOR RETR,BLACK,Spayed,LARGE,01/02/2011,K15-015814,DS89,A286342,09/04/2015,09/04/2015,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Unknown,SMALL,,K15-014327,CS06,A322708,06/05/2015,06/30/2015,25,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*UNO,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,12/12/2009,K15-012830,CS05,A314530,02/19/2015,02/25/2015,6,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*KAT,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,03/17/2018,K18-028083,LOBBY,A372077,05/01/2018,06/07/2018,37,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,WINDSOR,COUNTY,95403,"95403(38.486997, -122.749134)",1,26076
,DOG,CHIHUAHUA SH,TAN,Female,TOY,11/22/2004,K14-011806,CI02,A314178,11/22/2014,12/11/2014,19,STRAY,FIELD,TRANSFER,SUNSHINE,UNTREATABLE,UNTREATABLE,COUNTY,OUT OF COUNTY,92503,"92503(33.90324, -117.456053)",1,12169
*PEANUT,DOG,CHIHUAHUA SH/DACHSHUND,BROWN/TAN,Spayed,TOY,08/19/2014,K15-012911,TX,A317069,02/24/2015,09/09/2015,197,STRAY,FIELD,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
CHARLIE,DOG,GOLDEN RETR,GOLD,Neutered,LARGE,10/27/2014,K18-028173,FREEZER,A319664,05/07/2018,,0,CONFISCATE,FLD_CORONR,,,UNKNOWN,,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1,11138
STEVIE,DOG,PIT BULL,BLACK/WHITE,Spayed,MED,01/22/2017,K17-024932,DS66,A357319,08/19/2017,08/22/2017,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
MAX,DOG,CHIHUAHUA SH,BROWN/TAN,Neutered,SMALL,,K19-031183,DA19,A383469,01/12/2019,01/15/2019,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
RILEY,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,MED,06/14/2015,K16-021979,DA07,A345804,12/21/2016,12/28/2016,7,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*NORTON,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Neutered,MED,09/09/2006,K15-015649,49ERPET,A200193,08/27/2015,11/22/2015,87,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
ROMMY,DOG,BICHON FRISE,WHITE,Neutered,SMALL,12/12/2011,K17-026635,DS49,A365457,12/12/2017,12/29/2017,17,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
FRIDO,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,03/18/2018,K18-028643,WESTFARM,A374025,06/14/2018,06/28/2018,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
*LUCY,CAT,DOMESTIC SH,CALICO/BRN TABBY,Spayed,SMALL,02/15/2016,K18-027800,CA02,A367896,04/10/2018,04/25/2018,15,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95462,"95462(38.468829, -123.018829)",1,31029
SWEET LEAF,DOG,POODLE TOY,BLACK,Male,TOY,06/04/2015,K15-015727,DS93,A326497,08/31/2015,09/04/2015,4,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
*YODETTE,DOG,CHIHUAHUA LH,BLACK/TAN,Female,TOY,,K18-028755,DS92,A374217,06/22/2018,07/12/2018,20,STRAY,OVER THE COUNTER,TRANSFER,IDAHO HS,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,OUT OF COUNTY,83705,"83705(43.579675, -116.224114)",1,26251
PATINA,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,06/14/2017,K18-030726,CA02,A380851,11/27/2018,12/19/2018,22,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1,23501
SPARKY,DOG,PIT BULL/BOXER,WHITE/RED,Neutered,MED,02/01/2014,K15-015418,DS79,A326019,08/13/2015,08/18/2015,5,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
PERCY,DOG,LABRADOR RETR/POINTER,BLACK/WHITE,Spayed,MED,02/02/2008,K14-007227,DS70,A301132,01/02/2014,01/06/2014,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,RESCUE GRP,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94561,"94561(37.996731, -121.694828)",1,883
KNUCKLE,DOG,PARSON RUSS TER/MIX,WHITE/BLACK,Neutered,SMALL,08/13/2013,K14-010232,DA23,A310039,08/12/2014,08/13/2014,1,TRANSFER,PRIV_SHELT,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1,31039
BEAUTY,DOG,POODLE MIN,WHITE,Female,SMALL,02/24/2014,K16-018288,DS54,A335098,04/01/2016,04/08/2016,7,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_LETTER,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
,CAT,DOMESTIC SH,BLACK,Female,KITTN,03/29/2018,K18-028436,CI01,A373011,05/29/2018,05/30/2018,1,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
*CALVIN,CAT,DOMESTIC MH,BRN TABBY/WHITE,Neutered,SMALL,06/26/2014,K14-011793,LOBBY,A314087,11/20/2014,11/29/2014,9,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,COUNTY,95462,"95462(38.468829, -123.018829)",1,31029
*JAYME,OTHER,REX-MINI/MIX,BROWN/BLACK,Spayed,SMALL,11/28/2013,K14-010281,CA01,A310156,08/14/2014,09/10/2014,27,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
TYSON,DOG,PIT BULL/MIX,GRAY/WHITE,Neutered,LARGE,01/14/2014,K16-021973,DQ115,A313804,12/21/2016,01/12/2017,22,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1,31039
*ROSIE,DOG,PIT BULL/MIX,WHITE/BROWN,Spayed,MED,03/20/2015,K16-017520,DA28,A332249,01/20/2016,02/24/2016,35,STRAY,FIELD,ADOPTION,INTERNET,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
,DOG,DACHSHUND,BLACK/BROWN,Unknown,SMALL,,K18-029824,DA33,A375935,09/10/2018,09/14/2018,4,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,95307,"95307(37.574294, -120.950573)",1,12617
,OTHER,RABBIT SH,WHITE,Unknown,SMALL,,K16-019634,CS06,A339327,07/07/2016,07/22/2016,15,STRAY,FIELD,TRANSFER,SAVEABUNNY,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94941,"94941(37.896402, -122.547447)",1,1838
CAPITAN,DOG,ALASKAN HUSKY,SABLE/WHITE,Male,LARGE,04/18/2016,K17-023164,TRUCK,A351225,04/18/2017,04/18/2017,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
*ANGUS,DOG,GERM SH POINT/MIX,LIVER/WHITE,Neutered,MED,11/17/2011,K17-025895,DI100,A362686,10/17/2017,12/12/2017,56,STRAY,FIELD,TRANSFER,GREEN DOG,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
KALI,DOG,YORKSHIRE TERR,BLACK,Female,SMALL,11/22/2007,K17-026411,DA18,A364855,11/21/2017,11/22/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,10/11/2015,K15-017048,CS06,A330554,12/08/2015,12/17/2015,9,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,DOMESTIC SH,TORTIE,Female,KITTN,07/04/2018,K18-029726,CS06,A375789,09/04/2018,09/11/2018,7,STRAY,COMM CAT,TRANSFER,FORGOTTEN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,SIAMESE,SEAL PT,Male,KITTN,05/17/2017,K17-023843,RECEIVING,A353706,06/08/2017,06/08/2017,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
*TESSA,DOG,CHIHUAHUA SH,TAN/WHITE,Spayed,TOY,07/10/2013,K15-014886,DA03,A324214,07/10/2015,07/30/2015,20,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
GINGER,CAT,DOMESTIC SH,ORG TABBY,Spayed,SMALL,07/15/2013,K16-019819,CS05,A339788,07/15/2016,08/18/2016,34,STRAY,OVER THE COUNTER,TRANSFER,RP SHELTER,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
JEFE,DOG,AM PIT BULL TER,TAN/WHITE,Male,LARGE,,K17-024467,DS64,A302685,07/19/2017,07/19/2017,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
LUCI,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,02/25/2004,K14-007868,CS04,A088026,02/25/2014,03/18/2014,21,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954(38.245316, -122.59871)",1,11139
NOODLE,DOG,CHIHUAHUA SH,BR BRINDLE,Male,SMALL,07/18/2008,K16-019609,DS49,A236090,07/06/2016,07/06/2016,0,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
*DAVEY,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,04/05/2018,K18-028542,CA02,A373490,06/05/2018,06/20/2018,15,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401(38.446019, -122.766748)",1,26075
OBIE,DOG,AUST CATTLE DOG/MIX,BROWN,Male,MED,05/09/2014,K17-023415,DS62,A352533,05/09/2017,05/25/2017,16,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1,26078
NATASHA,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,05/27/2009,K16-018828,WESTFARM,A337022,05/13/2016,06/08/2016,26,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,WINDSOR,COUNTY,95409,"95409(38.458965, -122.630156)",1,26080
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Unknown,KITTN,04/30/2014,K14-009513,CS06,A308378,06/26/2014,07/01/2014,5,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,OTHER,FLEMISH GIANT,BROWN,Female,SMALL,,K17-024330,CS06,A354861,07/10/2017,07/18/2017,8,STRAY,FIELD,TRANSFER,SAVEABUNNY,UNKNOWN,HEALTHY,COUNTY,COUNTY,94941,"94941(37.896402, -122.547447)",1,1838
*MIMI,DOG,BOSTON TERRIER/MIX,BLACK/WHITE,Spayed,SMALL,12/28/2014,K16-021941,DI099,A346417,12/17/2016,12/29/2016,12,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
ROMEO,CAT,SIAMESE/MIX,LYNX PT,Neutered,KITTN,04/30/2018,K18-028875,LOBBY,A374378,06/30/2018,07/07/2018,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95403,"95403(38.486997, -122.749134)",1,26076
REBEL,DOG,ALASKAN HUSKY,WHITE/BLACK,Neutered,LARGE,02/25/2005,K14-007838,DS78,A303179,02/23/2014,02/25/2014,2,TRANSFER,VET_HOSP,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,COUNTY,COUNTY,94954,"94954(38.245316, -122.59871)",1,11139
BLANCA,DOG,CHIHUAHUA SH,TAN,Female,SMALL,05/22/2007,K18-028340,DS90,A372710,05/21/2018,05/22/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
LUCKY,DOG,GERM SHEPHERD/MIX,BLACK,Neutered,PUPPY,07/28/2018,K18-030569,DA43,A379591,11/08/2018,11/29/2018,21,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95421,"95421(38.610732, -123.200051)",1,23498
*ATHENA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,03/27/2018,K19-031734,CA02,A385041,03/20/2019,03/30/2019,10,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95436,"95436(38.491884, -122.90672)",1,23747
SPROUT,DOG,CHIHUAHUA SH,BLACK/WHITE,Neutered,TOY,02/26/2011,K14-007855,DS51,A303216,02/25/2014,02/26/2014,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
DIXIE,DOG,BLOODHOUND,BROWN,Spayed,X-LRG,11/22/2008,K17-023126,TRUCK,A299839,04/14/2017,04/14/2017,0,STRAY,FIELD,RETURN TO OWNER,FLD_NBR,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,DOG,BOSTON TERRIER,BLACK/WHITE,Female,TOY,,K17-025536,DS91,A362203,09/30/2017,10/11/2017,11,STRAY,FIELD,TRANSFER,EBSPCA,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,94805,"94805(37.941502, -122.32399)",1,1507
BOOTS,DOG,BEAGLE,TRICOLOR,Neutered,SMALL,03/03/2009,K14-010062,DS64,A272077,07/31/2014,07/31/2014,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
LEO,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,08/05/2014,K14-011526,49ERPET,A313186,10/29/2014,11/25/2014,27,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
RASCAL,DOG,CHIHUAHUA SH,BLACK/TAN,Neutered,TOY,12/11/2011,K14-008595,DS56,A298166,04/25/2014,04/26/2014,1,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,COUNTY,COUNTY,95465,"95465(38.406591, -123.001365)",1,31032
MOO,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,02/14/2016,K16-018468,LOBBY,A335543,04/14/2016,04/20/2016,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,WINDSOR,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,10/16/2012,K14-011290,CS06,A312785,10/16/2014,10/24/2014,8,STRAY,COMM CAT,RETURN TO OWNER,MEDICAL,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1,31039
MICKEY,DOG,CHIHUAHUA SH/MIX,BLACK,Neutered,SMALL,07/18/2015,K16-019350,MAC,A338596,06/20/2016,07/24/2016,34,STRAY,FIELD,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
*PARKER,CAT,DOMESTIC LH,BLACK,Neutered,SMALL,07/11/2013,K16-019532,CS05,A339157,07/01/2016,07/23/2016,22,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SPEC EVENT,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
ROCKET,DOG,CHIHUAHUA SH,BLACK/WHITE,Neutered,SMALL,07/24/2017,K18-028946,DA02,A374469,07/06/2018,08/01/2018,26,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446,"95446(38.510032, -122.996796)",1,23755
NALA,DOG,PIT BULL,GRAY/WHITE,Spayed,MED,05/31/2015,K16-019806,DA10,A339600,07/14/2016,09/10/2016,58,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95409,"95409(38.458965, -122.630156)",1,26080
TYSON,DOG,PIT BULL,GRAY/WHITE,Neutered,MED,02/04/2017,K17-024710,DS75,A356510,08/04/2017,08/05/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
,CAT,DOMESTIC LH,WHITE/BROWN,Unknown,SMALL,,K15-012653,CS06,A316390,01/29/2015,02/10/2015,12,CONFISCATE,FLD_CORONR,TRANSFER,FORGOTTEN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
GIRLIE GIRL,CAT,DOMESTIC LH,TORTIE,Spayed,SMALL,03/19/2008,K16-018143,CS05,A334508,03/19/2016,06/18/2016,91,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1,26080
*ASHA,CAT,DOMESTIC SH/MIX,BLK SMOKE/WHITE,Spayed,KITTN,05/31/2016,K16-020242,LOBBY,A340731,08/11/2016,08/26/2016,15,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
MOCHA,DOG,LABRADOR RETR,CHOCOLATE,Neutered,LARGE,08/09/2014,K15-015254,DA23,A324641,08/05/2015,08/08/2015,3,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954(38.245316, -122.59871)",1,11139
DOZER,DOG,PIT BULL/MIX,RED/WHITE,Neutered,PUPPY,04/18/2015,K15-013908,FOSTER,A321493,05/09/2015,06/18/2015,40,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1,31039
DELTA,DOG,GERM SHEPHERD/BELG MALINOIS,BLACK/BROWN,Spayed,MED,04/17/2018,K18-029551,DA03,A375220,08/21/2018,08/25/2018,4,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
DIAMOND,DOG,PUG,WHITE,Male,SMALL,,K18-030679,TRUCK,A380747,11/20/2018,11/20/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
BOBBY,DOG,PIT BULL,FAWN/WHITE,Neutered,MED,03/02/2015,K16-020153,DA39,A340599,08/05/2016,09/29/2016,55,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
*XENA,CAT,DOMESTIC MH,BRN TABBY,Spayed,KITTN,07/10/2018,K18-029467,RECEIVING,A375358,08/14/2018,10/09/2018,56,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-O,TREATABLE/REHAB,TREATABLE/MANAGEABLE,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1,26076
MAGGIE MAE,DOG,BLACK MOUTH CUR/CATAHOULA,BROWN,Spayed,PUPPY,04/04/2016,K16-020811,DA05,A341857,09/20/2016,09/21/2016,1,ADOPTION RETURN,OVER THE COUNTER,TRANSFER,PETSLIFELN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95476,"95476(38.280393, -122.464588)",1,31040
,OTHER,BAT,BROWN,Unknown,SMALL,,K18-029712,PHLAB,A375771,09/04/2018,09/04/2018,0,QUARANTINE,FIELD_OS,EUTHANIZE,FRA,UNTREATABLE,UNTREATABLE,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
MO,DOG,LABRADOR RETR,YELLOW,Neutered,LARGE,,K16-019348,DS66,A309552,06/20/2016,06/23/2016,3,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95421,"95421(38.610732, -123.200051)",1,23498
,CAT,SIAMESE/MIX,LYNX PT,Spayed,SMALL,,K18-030274,CS06,A377971,10/17/2018,11/06/2018,20,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
*MR FEZZIWIG,OTHER,RABBIT LH,WHITE,Male,SMALL,,K18-030589,CA01,A379654,11/10/2018,01/04/2019,55,STRAY,OVER THE COUNTER,TRANSFER,SAVEABUNNY,UNKNOWN,HEALTHY,COUNTY,COUNTY,94941,"94941(37.896402, -122.547447)",1,1838
*PETER,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,04/18/2016,K16-019342,WESTFARM,A338581,06/18/2016,07/06/2016,18,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,COUNTY,95409,"95409(38.458965, -122.630156)",1,26080
TIKI,DOG,CHIHUAHUA SH,BROWN/WHITE,Spayed,TOY,09/26/2014,K18-029922,DS91,A376201,09/19/2018,10/09/2018,20,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*BLOSSOM,DOG,PIT BULL,WHITE/TAN,Male,MED,09/27/2017,K18-028038,DS57,A371253,04/27/2018,05/11/2018,14,STRAY,OVER THE COUNTER,TRANSFER,IDAHO HS,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,83705,"83705(43.579675, -116.224114)",1,26251
